# # Time 	 Separation 	 Orbital Phase 
# 
3.303360000000000127e+02	8.752919160106392482e+00	1.029840410216138125e+01
3.304320000000000164e+02	8.752651044098087141e+00	1.030164445563208275e+01
3.305280000000000200e+02	8.752381310819528082e+00	1.030488481070399764e+01
3.306240000000000236e+02	8.752113356016494095e+00	1.030812522164272593e+01
3.307200000000000273e+02	8.751844565373197327e+00	1.031136506205317183e+01
3.308159999999999741e+02	8.751573793819163782e+00	1.031460491551514380e+01
3.309119999999999777e+02	8.751303356589922089e+00	1.031784424506990838e+01
3.310079999999999814e+02	8.751033684481111408e+00	1.032108358063661768e+01
3.311039999999999850e+02	8.750762171484229412e+00	1.032432307440808472e+01
3.311999999999999886e+02	8.750489961028854680e+00	1.032756156108899503e+01
3.312959999999999923e+02	8.750218654475734326e+00	1.033079998240086539e+01
3.313919999999999959e+02	8.749946220399683838e+00	1.033403912823523285e+01
3.314879999999999995e+02	8.749672965166039873e+00	1.033727720794249372e+01
3.315840000000000032e+02	8.749399106627629763e+00	1.034051441750102285e+01
3.316800000000000068e+02	8.749125599666903952e+00	1.034375301611036591e+01
3.317760000000000105e+02	8.748851809309464045e+00	1.034699079663068844e+01
3.318720000000000141e+02	8.748577320229305343e+00	1.035022749180780899e+01
3.319680000000000177e+02	8.748301229654794398e+00	1.035346481242229011e+01
3.320640000000000214e+02	8.748026619791987812e+00	1.035670219784692847e+01
3.321600000000000250e+02	8.747751566354127206e+00	1.035993856651081657e+01
3.322559999999999718e+02	8.747474426214273180e+00	1.036317518827643624e+01
3.323519999999999754e+02	8.747197342330583325e+00	1.036641142106798696e+01
3.324479999999999791e+02	8.746921253696109844e+00	1.036964741023325232e+01
3.325439999999999827e+02	8.746643534204054049e+00	1.037288367638529962e+01
3.326399999999999864e+02	8.746364951552257239e+00	1.037611901844581297e+01
3.327359999999999900e+02	8.746086857562502814e+00	1.037935392817311353e+01
3.328319999999999936e+02	8.745808600891948004e+00	1.038258983398106849e+01
3.329279999999999973e+02	8.745529486495657423e+00	1.038582474598073802e+01
3.330240000000000009e+02	8.745249913413154275e+00	1.038905871923534896e+01
3.331200000000000045e+02	8.744969624404097530e+00	1.039229358769621570e+01
3.332160000000000082e+02	8.744690268604717431e+00	1.039552805191361351e+01
3.333120000000000118e+02	8.744410319325094605e+00	1.039876166055048401e+01
3.334080000000000155e+02	8.744128301561300276e+00	1.040199551312199233e+01
3.335040000000000191e+02	8.743847087236323645e+00	1.040522882637264779e+01
3.336000000000000227e+02	8.743566288022384114e+00	1.040846208693402986e+01
3.336960000000000264e+02	8.743284184956946703e+00	1.041169546436654514e+01
3.337919999999999732e+02	8.743001181341290007e+00	1.041492775491329681e+01
3.338879999999999768e+02	8.742718313703949917e+00	1.041815994336343110e+01
3.339839999999999804e+02	8.742435555725821317e+00	1.042139280617791997e+01
3.340799999999999841e+02	8.742152691019008159e+00	1.042462458918340928e+01
3.341759999999999877e+02	8.741868204300127232e+00	1.042785604255840859e+01
3.342719999999999914e+02	8.741583260322046911e+00	1.043108749945103497e+01
3.343679999999999950e+02	8.741299651275696192e+00	1.043431869739883311e+01
3.344639999999999986e+02	8.741015321353847511e+00	1.043754987251791988e+01
3.345600000000000023e+02	8.740729476818298593e+00	1.044078057068761822e+01
3.346560000000000059e+02	8.740443380188047229e+00	1.044401028132325493e+01
3.347520000000000095e+02	8.740158383023610256e+00	1.044724058496219499e+01
3.348480000000000132e+02	8.739872913573654145e+00	1.045047045325561186e+01
3.349440000000000168e+02	8.739586908975715218e+00	1.045369926431129315e+01
3.350400000000000205e+02	8.739299094385382105e+00	1.045692845764723522e+01
3.351360000000000241e+02	8.739011601432522980e+00	1.046015715040745420e+01
3.352320000000000277e+02	8.738725047426012082e+00	1.046338565630740725e+01
3.353279999999999745e+02	8.738436843743638605e+00	1.046661436729363359e+01
3.354239999999999782e+02	8.738147731024694664e+00	1.046984198752633866e+01
3.355199999999999818e+02	8.737857984114777210e+00	1.047306936979160774e+01
