# #Time 	 Real 	 Imaginary 	 Amplitude 	 Phase 
# 
4.852571428571425258e+02	8.141048665893540237e-07	-2.160638911452197774e-06	2.308923394027140188e-06	2.006001410680740449e+01
4.854857142857139820e+02	7.964975449286063526e-07	-2.171934990109010589e-06	2.313376307550746200e-06	2.006885819188192599e+01
4.857142857142853813e+02	7.752630013427631603e-07	-2.181131858028784628e-06	2.314815090532953714e-06	2.007883873998925495e+01
4.859428571428568375e+02	7.503514740414783488e-07	-2.188106066131961427e-06	2.313187301374384466e-06	2.008999613758096459e+01
4.861714285714282369e+02	7.217747868944467091e-07	-2.192789171486034910e-06	2.308524029240964176e-06	2.010236390569777853e+01
4.863999999999996930e+02	6.896048850901475656e-07	-2.195173281257709482e-06	2.300943422226616923e-06	2.011596853325418977e+01
4.866285714285710924e+02	6.539698355597096927e-07	-2.195313682556883768e-06	2.290650281174204079e-06	2.013082907479881101e+01
4.868571428571425486e+02	6.150475448579648898e-07	-2.193328101469723822e-06	2.277931439515375975e-06	2.014695645568035332e+01
4.870857142857139479e+02	5.730575795313710087e-07	-2.189392348573213387e-06	2.263146889940925838e-06	2.016435248168625094e+01
4.873142857142854041e+02	5.282515841553000075e-07	-2.183732369969355461e-06	2.246716893561483525e-06	2.018300861452992478e+01
4.875428571428568034e+02	4.809028733456839570e-07	-2.176613010728572868e-06	2.229105599128277691e-06	2.020290464227598903e+01
4.877714285714282596e+02	4.312958203520574738e-07	-2.168324085286626710e-06	2.210801986494321944e-06	2.022400743515019172e+01
4.879999999999997158e+02	3.797156725367292413e-07	-2.159164608037466338e-06	2.192299203250232939e-06	2.024627001948361027e+01
